SPEC,year,month,n
ANHU,2013,02,2
ANHU,2013,03,6
ANHU,2013,04,1
ANHU,2013,05,3
ANHU,2013,06,10
ANHU,2013,07,7
ANHU,2013,08,7
ANHU,2013,09,8
ANHU,2013,10,5
ANHU,2013,11,6
ANHU,2013,12,6
ANHU,2014,01,1
ANHU,2014,02,1
ANHU,2014,03,2
ANHU,2014,04,1
ANHU,2014,05,6
ANHU,2014,06,10
ANHU,2014,07,11
ANHU,2014,08,5
ANHU,2014,09,8
ANHU,2014,10,4
ANHU,2014,11,3
ANHU,2014,12,1
ANHU,2015,01,5
ANHU,2015,02,3
ANHU,2015,03,1
ANHU,2015,04,3
ANHU,2015,05,6
ANHU,2015,06,8
ANHU,2015,07,10
ANHU,2015,08,5
ANHU,2015,09,6
ANHU,2015,10,6
ANHU,2015,11,5
ANHU,2015,12,5
ANHU,2016,01,3
ANHU,2016,02,1
ANHU,2016,03,2
ANHU,2016,04,4
ANHU,2016,05,11
ANHU,2016,06,5
ANHU,2016,07,8
ANHU,2016,08,6
ANHU,2016,09,2
ANHU,2016,10,4
ANHU,2016,11,2
ANHU,2016,12,7
ANHU,2017,02,1
ANHU,2017,03,6
ANHU,2017,04,6
ANHU,2017,05,8
ANHU,2017,06,6
ANHU,2017,07,4
ANHU,2017,08,3
ANHU,2017,09,5
ANHU,2017,10,7
ANHU,2017,11,3
ANHU,2017,12,1
ANHU,2018,02,1
ANHU,2018,03,5
ANHU,2018,04,1
ANHU,2018,05,5
ANHU,2018,06,12
ANHU,2018,07,6
ANHU,2018,08,4
ANHU,2018,09,9
ANHU,2018,10,11
ANHU,2018,11,8
ANHU,2018,12,3
ANHU,2019,01,5
ANHU,2019,02,4
ANHU,2019,03,3
ANHU,2019,04,1
ANHU,2019,05,3
ANHU,2019,06,5
ANHU,2019,07,7
ANHU,2019,08,9
ANHU,2019,09,4
ANHU,2019,10,9
ANHU,2019,11,9
ANHU,2019,12,7
ANHU,2020,01,4
ANHU,2020,02,4
ANHU,2020,03,5
ANHU,2020,04,1
ANHU,2020,05,18
ANHU,2020,06,10
ANHU,2020,07,6
ANHU,2020,08,4
ANHU,2020,09,5
ANHU,2020,10,9
ANHU,2020,11,6
ANHU,2020,12,5
ANHU,2021,01,5
ANHU,2021,02,2
ANHU,2021,03,4
ANHU,2021,04,6
ANHU,2021,05,6
ANHU,2021,06,14
ANHU,2021,07,15
ANHU,2021,08,6
ANHU,2021,09,3
ANHU,2021,10,2
ANHU,2021,11,3
ANHU,2021,12,3
ANHU,2022,01,6
ANHU,2022,02,6
ANHU,2022,03,4
ANHU,2022,04,5
ANHU,2022,05,12
ANHU,2022,06,10
ANHU,2022,07,3
ANHU,2022,08,2
ANHU,2022,09,5
ANHU,2022,10,1
ANHU,2022,11,4
ANHU,2022,12,5
ANHU,2023,01,4
ANHU,2023,02,8
ANHU,2023,03,4
ANHU,2023,04,8
ANHU,2023,05,5
ANHU,2023,06,3
ANHU,2023,07,15
ANHU,2023,08,7
ANHU,2023,09,2
ANHU,2023,10,7
ANHU,2023,11,2
ANHU,2023,12,1
ANHU,2024,01,2
ANHU,2024,02,4
ANHU,2024,03,2
ANHU,2024,04,2
ANHU,2024,05,4
ANHU,2024,06,14
ANHU,2024,07,4
ANHU,2024,08,5
ANHU,2024,09,1
ANHU,2024,10,5
ANHU,2024,11,1
ANHU,2024,12,6
ANHU,2025,01,2
ANHU,2025,02,7
ANHU,2025,03,5
ANHU,2025,04,4
ANHU,2025,05,8
ANHU,2025,06,8
ANHU,2025,07,3
ANHU,2025,08,2
ANHU,2025,09,2
ANHU,2025,10,2
ANHU,2025,11,3
ANHU,2025,12,1
ATFL,1979,06,3
ATFL,1980,05,2
ATFL,1980,06,3
ATFL,1980,07,1
ATFL,1981,04,1
ATFL,1981,05,1
ATFL,1981,06,2
ATFL,1981,08,1
ATFL,1982,06,3
ATFL,1982,07,3
ATFL,1983,05,1
ATFL,1984,06,1
ATFL,1984,08,2
ATFL,1985,05,1
ATFL,1985,06,2
ATFL,1986,06,1
ATFL,1986,07,1
ATFL,1987,05,1
ATFL,1987,06,1
ATFL,1989,06,1
ATFL,1990,05,1
ATFL,1990,07,1
ATFL,1990,08,1
ATFL,1991,05,1
ATFL,1992,05,1
ATFL,1993,06,1
ATFL,1994,05,1
ATFL,1994,06,1
ATFL,1995,05,1
ATFL,1998,06,1
ATFL,2002,06,1
AUWA,1979,11,2
AUWA,1980,01,2
AUWA,1981,07,1
AUWA,1981,10,4
AUWA,1981,11,10
AUWA,1982,02,1
AUWA,1982,03,2
AUWA,1982,04,1
AUWA,1982,05,1
AUWA,1982,10,3
AUWA,1983,03,1
AUWA,1983,09,1
AUWA,1983,10,8
AUWA,1984,08,1
AUWA,1984,11,1
AUWA,1985,06,1
AUWA,1985,09,2
AUWA,1985,10,8
AUWA,1985,11,2
AUWA,1986,10,7
AUWA,1986,11,7
AUWA,1986,12,5
AUWA,1987,01,3
AUWA,1987,04,1
AUWA,1987,09,2
AUWA,1987,11,4
AUWA,1988,10,5
AUWA,1989,10,2
AUWA,1989,11,4
AUWA,1989,12,1
AUWA,1990,10,8
AUWA,1990,11,1
AUWA,1990,12,7
AUWA,1991,01,1
AUWA,1991,10,2
AUWA,1992,10,5
AUWA,1992,11,6
AUWA,1993,12,1
AUWA,1994,07,1
AUWA,1994,11,1
AUWA,1997,10,6
AUWA,1997,11,1
AUWA,1998,04,1
AUWA,1998,11,1
AUWA,2000,10,1
AUWA,2004,11,1
AUWA,2007,10,2
AUWA,2007,11,20
AUWA,2007,12,1
AUWA,2012,10,1
AUWA,2012,11,2
AUWA,2013,10,8
AUWA,2013,11,6
AUWA,2014,11,1
AUWA,2015,09,1
AUWA,2015,10,8
AUWA,2016,10,1
AUWA,2016,11,1
AUWA,2018,10,19
AUWA,2018,11,14
AUWA,2018,12,17
AUWA,2019,01,1
AUWA,2019,02,5
AUWA,2021,11,2
AUWA,2023,03,1
BADE,1986,09,1
BADE,1987,06,2
BADE,1988,02,1
BADE,1988,04,1
BADE,1988,06,1
BADE,1988,12,3
BADE,1989,05,1
BADE,1989,07,1
BADE,1990,04,1
BADE,1990,06,3
BADE,1990,07,1
BADE,1990,09,1
BADE,1991,10,5
BADE,1993,06,2
BADE,1994,07,1
BADE,1994,09,1
BADE,1994,10,1
BADE,1995,06,2
BADE,1995,07,2
BADE,1995,10,2
BADE,1996,06,1
BADE,1996,07,2
BADE,1996,08,2
BADE,1997,03,1
BADE,1997,07,1
BADE,1998,02,1
BADE,1998,05,1
BADE,1998,07,5
BADE,1998,10,2
BADE,1998,11,1
BADE,1999,04,1
BADE,1999,06,4
BADE,1999,07,5
BADE,1999,08,3
BADE,1999,09,1
BADE,1999,10,3
BADE,2000,05,1
BADE,2000,06,1
BADE,2000,07,2
BADE,2000,08,4
BADE,2000,09,3
BADE,2000,10,1
BADE,2000,11,1
BADE,2001,08,1
BADE,2001,10,3
BADE,2001,11,1
BADE,2002,04,1
BADE,2002,05,1
BADE,2002,07,4
BADE,2002,09,1
BADE,2002,10,8
BADE,2002,11,1
BADE,2003,04,2
BADE,2003,05,6
BADE,2003,06,2
BADE,2003,07,4
BADE,2003,10,4
BADE,2003,11,7
BADE,2004,01,1
BADE,2004,07,2
BADE,2004,08,2
BADE,2004,09,2
BADE,2004,10,1
BADE,2004,11,2
BADE,2005,03,5
BADE,2005,04,1
BADE,2005,05,4
BADE,2005,06,3
BADE,2005,07,5
BADE,2005,08,2
BADE,2005,09,1
BADE,2005,10,5
BADE,2005,11,10
BADE,2006,01,1
BADE,2006,03,2
BADE,2006,05,17
BADE,2006,06,5
BADE,2006,07,4
BADE,2006,08,3
BADE,2006,09,2
BADE,2006,10,2
BADE,2006,11,2
BADE,2007,01,1
BADE,2007,03,2
BADE,2007,04,11
BADE,2007,05,4
BADE,2007,06,7
BADE,2007,07,1
BADE,2007,08,3
BADE,2007,09,3
BADE,2007,10,5
BADE,2007,11,1
BADE,2008,01,1
BADE,2008,05,1
BADE,2008,07,4
BADE,2008,08,7
BADE,2008,09,7
BADE,2008,10,4
BADE,2008,11,1
BADE,2008,12,1
BADE,2009,03,1
BADE,2009,05,4
BADE,2009,06,3
BADE,2009,07,3
BADE,2009,08,3
BADE,2009,10,1
BADE,2010,03,1
BADE,2010,06,3
BADE,2010,07,8
BADE,2010,08,6
BADE,2010,10,2
BADE,2010,11,2
BADE,2010,12,1
BADE,2011,02,2
BADE,2011,04,1
BADE,2011,05,1
BADE,2011,06,2
BADE,2011,07,3
BADE,2011,08,1
BADE,2011,09,6
BADE,2012,04,2
BADE,2012,05,1
BADE,2012,06,4
BADE,2012,07,2
BADE,2012,09,16
BADE,2012,10,5
BADE,2012,11,4
BADE,2012,12,2
BADE,2013,01,1
BADE,2013,02,2
BADE,2013,04,3
BADE,2013,05,3
BADE,2013,08,6
BADE,2013,09,4
BADE,2013,10,2
BADE,2013,11,5
BADE,2013,12,4
BADE,2014,03,7
BADE,2014,04,2
BADE,2014,05,3
BADE,2014,06,12
BADE,2014,07,6
BADE,2014,08,4
BADE,2014,09,8
BADE,2014,10,6
BADE,2014,11,5
BADE,2015,01,1
BADE,2015,02,4
BADE,2015,03,12
BADE,2015,04,1
BADE,2015,06,4
BADE,2015,07,2
BADE,2015,08,2
BADE,2015,09,4
BADE,2015,10,7
BADE,2015,11,5
BADE,2015,12,1
BADE,2016,03,6
BADE,2016,05,3
BADE,2016,06,1
BADE,2016,07,1
BADE,2016,08,1
BADE,2016,09,2
BADE,2016,10,1
BADE,2016,11,5
BADE,2017,02,1
BADE,2017,03,7
BADE,2017,04,3
BADE,2017,05,4
BADE,2017,06,3
BADE,2017,07,8
BADE,2017,08,4
BADE,2017,09,4
BADE,2017,10,2
BADE,2017,11,7
BADE,2018,03,6
BADE,2018,04,2
BADE,2018,05,4
BADE,2018,06,5
BADE,2018,08,6
BADE,2018,09,1
BADE,2018,10,5
BADE,2018,11,1
BADE,2018,12,1
BADE,2019,02,10
BADE,2019,03,6
BADE,2019,04,1
BADE,2019,05,2
BADE,2019,06,2
BADE,2019,07,2
BADE,2019,08,1
BADE,2019,09,4
BADE,2019,10,1
BADE,2019,11,1
BADE,2020,01,1
BADE,2020,03,1
BADE,2020,04,4
BADE,2020,05,4
BADE,2020,06,2
BADE,2020,08,3
BADE,2020,09,5
BADE,2020,10,1
BADE,2020,11,1
BADE,2021,03,2
BADE,2021,05,1
BADE,2021,06,1
BADE,2021,07,1
BADE,2021,08,1
BADE,2021,09,3
BADE,2021,10,1
BADE,2021,11,1
BADE,2022,02,2
BADE,2022,03,1
BADE,2022,05,1
BADE,2022,06,2
BADE,2022,08,1
BADE,2022,09,6
BADE,2022,10,1
BADE,2022,12,3
BADE,2023,01,5
BADE,2023,03,1
BADE,2023,06,2
BADE,2023,07,3
BADE,2023,08,3
BADE,2023,09,16
BADE,2023,10,2
BADE,2024,01,2
BADE,2024,02,1
BADE,2024,04,1
BADE,2024,06,5
BADE,2024,07,4
BADE,2024,08,8
BADE,2024,09,4
BADE,2024,10,3
BADE,2024,11,1
BADE,2025,01,2
BADE,2025,02,2
BADE,2025,04,1
BADE,2025,05,1
BADE,2025,07,1
BADE,2025,09,1
BADE,2025,10,1
BALO,1987,09,1
BALO,1996,04,2
BALO,1997,12,1
BALO,1998,05,3
BALO,1998,10,1
BALO,1999,06,1
BALO,1999,07,2
BALO,2000,04,1
BALO,2000,05,1
BALO,2000,06,1
BALO,2000,07,1
BALO,2000,08,2
BALO,2000,09,2
BALO,2000,12,1
BALO,2002,03,1
BALO,2002,04,2
BALO,2002,05,2
BALO,2002,06,1
BALO,2002,07,5
BALO,2002,09,2
BALO,2002,10,2
BALO,2002,11,2
BALO,2002,12,1
BALO,2003,01,3
BALO,2003,02,1
BALO,2003,05,1
BALO,2003,06,3
BALO,2003,07,1
BALO,2003,08,1
BALO,2003,10,6
BALO,2004,05,1
BALO,2004,06,3
BALO,2004,07,1
BALO,2004,09,1
BALO,2004,11,1
BALO,2004,12,14
BALO,2005,03,1
BALO,2005,05,5
BALO,2005,06,1
BALO,2005,08,3
BALO,2005,09,2
BALO,2005,10,2
BALO,2005,11,1
BALO,2006,05,5
BALO,2006,06,4
BALO,2006,10,2
BALO,2007,01,2
BALO,2007,05,1
BALO,2007,06,1
BALO,2007,09,1
BALO,2007,10,4
BALO,2007,12,1
BALO,2008,05,1
BALO,2008,07,2
BALO,2008,09,2
BALO,2009,01,1
BALO,2009,02,2
BALO,2009,04,4
BALO,2009,06,4
BALO,2009,08,1
BALO,2009,09,1
BALO,2009,12,1
BALO,2010,06,3
BALO,2010,08,1
BALO,2010,12,1
BALO,2011,02,1
BALO,2011,05,3
BALO,2011,06,1
BALO,2011,07,1
BALO,2011,09,1
BALO,2011,10,3
BALO,2012,02,1
BALO,2012,04,1
BALO,2012,05,1
BALO,2012,06,2
BALO,2012,07,1
BALO,2012,08,5
BALO,2012,09,1
BALO,2012,10,2
BALO,2013,05,6
BALO,2013,07,4
BALO,2013,08,1
BALO,2013,09,1
BALO,2013,10,2
BALO,2013,12,1
BALO,2014,02,2
BALO,2014,06,2
BALO,2014,08,2
BALO,2015,02,1
BALO,2015,03,1
BALO,2015,04,1
BALO,2015,07,2
BALO,2016,05,1
BALO,2016,10,3
BALO,2017,03,3
BALO,2017,07,2
BALO,2017,08,1
BALO,2018,07,2
BALO,2019,06,1
BALO,2020,05,1
BALO,2020,06,1
BALO,2020,11,3
BALO,2020,12,1
BALO,2021,05,1
BALO,2021,06,1
BALO,2021,07,3
BALO,2021,10,1
BALO,2022,01,1
BALO,2022,05,1
BALO,2022,06,2
BALO,2022,08,2
BALO,2022,11,1
BALO,2022,12,1
BALO,2023,03,1
BALO,2023,05,2
BALO,2023,06,1
BALO,2023,07,3
BALO,2023,08,3
BALO,2023,10,1
BALO,2024,03,1
BALO,2024,06,1
BALO,2024,07,1
BALO,2024,08,2
BALO,2024,09,2
BALO,2024,10,2
BALO,2025,06,1
BALO,2025,07,2
BAOR,1982,10,1
BAOR,2008,11,1
BARS,1979,05,2
BARS,1979,06,2
BARS,1979,07,8
BARS,1979,08,3
BARS,1980,04,1
BARS,1980,05,7
BARS,1980,06,5
BARS,1980,07,7
BARS,1980,08,2
BARS,1981,04,1
BARS,1981,06,8
BARS,1981,07,6
BARS,1982,04,3
BARS,1982,05,5
BARS,1982,06,5
BARS,1982,07,6
BARS,1982,09,1
BARS,1983,05,2
BARS,1983,06,1
BARS,1983,07,5
BARS,1983,08,4
BARS,1984,04,2
BARS,1984,05,5
BARS,1984,06,3
BARS,1984,07,4
BARS,1984,08,9
BARS,1985,04,4
BARS,1985,05,1
BARS,1985,06,8
BARS,1985,07,18
BARS,1985,08,4
BARS,1986,04,3
BARS,1986,05,7
BARS,1986,06,9
BARS,1986,07,8
BARS,1987,04,2
BARS,1987,05,7
BARS,1987,06,6
BARS,1987,07,8
BARS,1987,08,6
BARS,1988,04,3
BARS,1988,05,7
BARS,1988,06,6
BARS,1988,07,12
BARS,1988,08,1
BARS,1989,04,3
BARS,1989,05,4
BARS,1989,06,20
BARS,1989,07,4
BARS,1989,08,11
BARS,1990,04,2
BARS,1990,05,11
BARS,1990,06,8
BARS,1990,07,20
BARS,1990,08,9
BARS,1991,04,2
BARS,1991,05,4
BARS,1991,06,3
BARS,1991,07,6
BARS,1991,08,5
BARS,1992,04,4
BARS,1992,05,10
BARS,1992,06,13
BARS,1992,07,34
BARS,1992,08,8
BARS,1993,03,2
BARS,1993,05,3
BARS,1993,06,8
BARS,1993,07,9
BARS,1993,08,7
BARS,1994,06,4
BARS,1995,05,1
BARS,1995,06,4
BARS,1995,07,11
BARS,1995,08,5
BARS,1995,09,1
BARS,1996,05,3
BARS,1996,06,4
BARS,1996,07,1
BARS,1996,08,3
BARS,1997,04,1
BARS,1997,05,2
BARS,1997,06,3
BARS,1997,07,3
BARS,1997,08,3
BARS,1998,04,2
BARS,1998,05,1
BARS,1998,06,4
BARS,1998,07,2
BARS,1998,09,1
BARS,1999,06,1
BARS,2000,04,1
BARS,2000,05,1
BARS,2000,06,3
BARS,2001,06,1
BARS,2001,07,1
BARS,2002,06,4
BARS,2003,05,2
BARS,2003,06,3
BARS,2003,07,2
BARS,2003,08,1
BARS,2004,07,1
BARS,2005,06,3
BARS,2006,05,1
BARS,2006,06,3
BARS,2006,07,4
BARS,2007,04,1
BARS,2007,05,1
BARS,2007,07,4
BARS,2007,09,1
BARS,2008,08,1
BARS,2009,06,2
BARS,2009,08,1
BARS,2010,05,1
BARS,2010,06,2
BARS,2012,05,1
BARS,2012,06,1
BARS,2022,05,2
BARS,2025,06,1
BAWW,1981,05,1
BAWW,1989,04,1
BAWW,1991,10,1
BAWW,1992,04,1
BAWW,1992,06,1
BAWW,2002,07,3
BAWW,2002,09,2
BAWW,2023,10,1
BBLH,2011,10,1
BBLH,2023,06,1
BBLH,2023,10,1
BBWA,1991,10,1
BCHU,1989,08,1
BCHU,1990,09,1
BCHU,1998,04,1
BCHU,2020,10,1
BCSP,2013,09,1
BEKI,2007,07,1
BEKI,2008,07,1
BEKI,2014,05,1
BEKI,2015,07,1
BEKI,2018,07,1
BEKI,2025,07,1
BEWR,1979,01,3
BEWR,1979,02,2
BEWR,1979,03,3
BEWR,1979,04,1
BEWR,1979,05,5
BEWR,1979,06,31
BEWR,1979,07,74
BEWR,1979,08,24
BEWR,1979,09,10
BEWR,1979,10,4
BEWR,1979,11,2
BEWR,1979,12,1
BEWR,1980,01,2
BEWR,1980,02,3
BEWR,1980,03,4
BEWR,1980,05,10
BEWR,1980,06,57
BEWR,1980,07,80
BEWR,1980,08,20
BEWR,1980,09,14
BEWR,1980,10,14
BEWR,1980,11,7
BEWR,1980,12,1
BEWR,1981,01,1
BEWR,1981,02,6
BEWR,1981,03,5
BEWR,1981,04,7
BEWR,1981,05,12
BEWR,1981,06,26
BEWR,1981,07,82
BEWR,1981,08,30
BEWR,1981,09,15
BEWR,1981,10,16
BEWR,1981,11,13
BEWR,1981,12,5
BEWR,1982,01,4
BEWR,1982,02,2
BEWR,1982,03,2
BEWR,1982,04,6
BEWR,1982,05,11
BEWR,1982,06,33
BEWR,1982,07,82
BEWR,1982,08,43
BEWR,1982,09,10
BEWR,1982,10,9
BEWR,1982,11,1
BEWR,1982,12,3
BEWR,1983,01,2
BEWR,1983,02,2
BEWR,1983,03,8
BEWR,1983,04,10
BEWR,1983,05,8
BEWR,1983,06,22
BEWR,1983,07,67
BEWR,1983,08,16
BEWR,1983,09,6
BEWR,1983,10,7
BEWR,1983,11,7
BEWR,1983,12,2
BEWR,1984,01,7
BEWR,1984,02,2
BEWR,1984,03,6
BEWR,1984,04,5
BEWR,1984,05,16
BEWR,1984,06,44
BEWR,1984,07,43
BEWR,1984,08,7
BEWR,1984,09,9
BEWR,1984,10,4
BEWR,1984,11,3
BEWR,1984,12,1
BEWR,1985,01,1
BEWR,1985,02,4
BEWR,1985,03,3
BEWR,1985,04,8
BEWR,1985,05,5
BEWR,1985,06,18
BEWR,1985,07,74
BEWR,1985,08,19
BEWR,1985,09,7
BEWR,1985,10,6
BEWR,1985,11,7
BEWR,1985,12,3
BEWR,1986,01,2
BEWR,1986,02,2
BEWR,1986,03,2
BEWR,1986,04,7
BEWR,1986,05,5
BEWR,1986,06,18
BEWR,1986,07,25
BEWR,1986,08,5
BEWR,1986,09,5
BEWR,1986,10,3
BEWR,1986,11,5
BEWR,1986,12,1
BEWR,1987,01,2
BEWR,1987,04,6
BEWR,1987,05,4
BEWR,1987,06,16
BEWR,1987,07,63
BEWR,1987,08,16
BEWR,1987,09,7
BEWR,1987,10,6
BEWR,1987,11,7
BEWR,1987,12,3
BEWR,1988,01,1
BEWR,1988,02,1
BEWR,1988,03,1
BEWR,1988,04,11
BEWR,1988,05,5
BEWR,1988,06,47
BEWR,1988,07,50
BEWR,1988,08,16
BEWR,1988,09,10
BEWR,1988,10,10
BEWR,1988,11,6
BEWR,1988,12,1
BEWR,1989,01,5
BEWR,1989,02,2
BEWR,1989,03,1
BEWR,1989,05,2
BEWR,1989,06,9
BEWR,1989,07,34
BEWR,1989,08,15
BEWR,1989,09,2
BEWR,1989,10,1
BEWR,1989,12,4
BEWR,1990,01,1
BEWR,1990,02,1
BEWR,1990,04,4
BEWR,1990,05,11
BEWR,1990,06,15
BEWR,1990,07,30
BEWR,1990,08,8
BEWR,1990,09,2
BEWR,1990,10,11
BEWR,1990,11,5
BEWR,1990,12,4
BEWR,1991,01,5
BEWR,1991,02,1
BEWR,1991,03,2
BEWR,1991,04,4
BEWR,1991,05,15
BEWR,1991,06,9
BEWR,1991,07,12
BEWR,1991,08,16
BEWR,1991,09,7
BEWR,1991,10,7
BEWR,1991,11,2
BEWR,1991,12,2
BEWR,1992,01,2
BEWR,1992,02,1
BEWR,1992,03,2
BEWR,1992,04,4
BEWR,1992,05,8
BEWR,1992,06,23
BEWR,1992,07,43
BEWR,1992,08,11
BEWR,1992,09,14
BEWR,1992,10,8
BEWR,1992,11,10
BEWR,1992,12,7
BEWR,1993,01,8
BEWR,1993,02,4
BEWR,1993,03,3
BEWR,1993,05,10
BEWR,1993,06,22
BEWR,1993,07,36
BEWR,1993,08,3
BEWR,1993,09,4
BEWR,1993,10,6
BEWR,1993,11,1
BEWR,1993,12,3
BEWR,1994,01,1
BEWR,1994,03,2
BEWR,1994,04,4
BEWR,1994,05,11
BEWR,1994,06,36
BEWR,1994,07,57
BEWR,1994,08,15
BEWR,1994,09,12
BEWR,1994,10,8
BEWR,1994,11,10
BEWR,1994,12,11
BEWR,1995,01,1
BEWR,1995,02,1
BEWR,1995,04,4
BEWR,1995,05,1
BEWR,1995,06,8
BEWR,1995,07,24
BEWR,1995,08,12
BEWR,1995,09,3
BEWR,1995,10,7
BEWR,1995,11,2
BEWR,1996,01,1
BEWR,1996,02,1
BEWR,1996,03,1
BEWR,1996,04,2
BEWR,1996,05,10
BEWR,1996,06,19
BEWR,1996,07,28
BEWR,1996,08,14
BEWR,1996,09,3
BEWR,1996,10,15
BEWR,1996,11,2
BEWR,1997,02,3
BEWR,1997,03,1
BEWR,1997,04,4
BEWR,1997,05,7
BEWR,1997,06,22
BEWR,1997,07,43
BEWR,1997,08,3
BEWR,1997,09,5
BEWR,1997,10,6
BEWR,1997,11,5
BEWR,1997,12,1
BEWR,1998,01,3
BEWR,1998,02,1
BEWR,1998,03,1
BEWR,1998,04,3
BEWR,1998,05,11
BEWR,1998,06,9
BEWR,1998,07,26
BEWR,1998,08,15
BEWR,1998,09,1
BEWR,1998,10,3
BEWR,1998,11,2
BEWR,1998,12,2
BEWR,1999,03,1
BEWR,1999,04,1
BEWR,1999,05,2
BEWR,1999,06,2
BEWR,1999,07,16
BEWR,1999,08,13
BEWR,1999,09,5
BEWR,1999,10,6
BEWR,1999,11,2
BEWR,1999,12,2
BEWR,2000,01,4
BEWR,2000,04,2
BEWR,2000,05,7
BEWR,2000,06,16
BEWR,2000,07,23
BEWR,2000,08,2
BEWR,2000,09,6
BEWR,2000,10,1
BEWR,2000,11,4
BEWR,2000,12,4
BEWR,2001,01,1
BEWR,2001,02,2
BEWR,2001,03,4
BEWR,2001,04,1
BEWR,2001,05,8
BEWR,2001,06,4
BEWR,2001,07,37
BEWR,2001,08,3
BEWR,2001,09,5
BEWR,2001,10,4
BEWR,2001,11,5
BEWR,2001,12,3
BEWR,2002,01,3
BEWR,2002,02,1
BEWR,2002,05,11
BEWR,2002,06,21
BEWR,2002,07,21
BEWR,2002,08,8
BEWR,2002,09,4
BEWR,2002,10,5
BEWR,2002,11,4
BEWR,2002,12,4
BEWR,2003,01,1
BEWR,2003,04,3
BEWR,2003,05,2
BEWR,2003,06,18
BEWR,2003,07,27
BEWR,2003,08,12
BEWR,2003,09,4
BEWR,2003,10,2
BEWR,2003,11,4
BEWR,2003,12,2
BEWR,2004,02,1
BEWR,2004,03,1
BEWR,2004,05,1
BEWR,2004,06,16
BEWR,2004,07,29
BEWR,2004,08,2
BEWR,2004,09,4
BEWR,2004,10,2
BEWR,2004,11,2
BEWR,2004,12,1
BEWR,2005,03,1
BEWR,2005,04,3
BEWR,2005,05,1
BEWR,2005,06,13
BEWR,2005,07,10
BEWR,2005,08,4
BEWR,2005,09,5
BEWR,2005,10,6
BEWR,2005,11,1
BEWR,2005,12,4
BEWR,2006,02,1
BEWR,2006,04,1
BEWR,2006,05,1
BEWR,2006,06,3
BEWR,2006,07,10
BEWR,2006,08,4
BEWR,2006,09,1
BEWR,2006,10,1
BEWR,2006,11,2
BEWR,2006,12,3
BEWR,2007,04,1
BEWR,2007,05,2
BEWR,2007,06,7
BEWR,2007,07,12
BEWR,2007,08,7
BEWR,2007,09,4
BEWR,2007,10,5
BEWR,2007,11,2
BEWR,2007,12,2
BEWR,2008,01,1
BEWR,2008,02,3
BEWR,2008,05,2
BEWR,2008,06,1
BEWR,2008,07,28
BEWR,2008,08,8
BEWR,2008,09,5
BEWR,2008,10,3
BEWR,2008,11,3
BEWR,2008,12,1
BEWR,2009,01,1
BEWR,2009,03,3
BEWR,2009,04,1
BEWR,2009,05,3
BEWR,2009,06,12
BEWR,2009,07,20
BEWR,2009,08,10
BEWR,2009,09,5
BEWR,2009,10,2
BEWR,2009,12,3
BEWR,2010,01,2
BEWR,2010,06,8
BEWR,2010,07,12
BEWR,2010,08,4
BEWR,2010,09,2
BEWR,2010,10,4
BEWR,2010,11,4
BEWR,2011,01,1
BEWR,2011,05,3
BEWR,2011,06,5
BEWR,2011,07,6
BEWR,2011,08,5
BEWR,2011,09,1
BEWR,2011,10,2
BEWR,2011,11,2
BEWR,2012,05,3
BEWR,2012,06,2
BEWR,2012,07,14
BEWR,2012,08,4
BEWR,2012,09,1
BEWR,2012,10,2
BEWR,2012,11,2
BEWR,2012,12,3
BEWR,2013,01,2
BEWR,2013,05,1
BEWR,2013,06,4
BEWR,2013,07,16
BEWR,2013,08,3
BEWR,2013,09,1
BEWR,2013,10,2
BEWR,2013,11,1
BEWR,2013,12,1
BEWR,2014,03,1
BEWR,2014,05,9
BEWR,2014,06,6
BEWR,2014,07,10
BEWR,2014,08,5
BEWR,2014,09,1
BEWR,2014,10,1
BEWR,2015,01,5
BEWR,2015,05,2
BEWR,2015,06,2
BEWR,2015,07,1
BEWR,2015,08,10
BEWR,2015,09,4
BEWR,2015,10,1
BEWR,2015,11,3
BEWR,2015,12,1
BEWR,2016,01,1
BEWR,2016,03,1
BEWR,2016,04,1
BEWR,2016,05,1
BEWR,2016,06,8
BEWR,2016,07,12
BEWR,2016,08,6
BEWR,2016,10,5
BEWR,2016,11,1
BEWR,2016,12,1
BEWR,2017,01,2
BEWR,2017,03,1
BEWR,2017,04,2
BEWR,2017,05,1
BEWR,2017,06,6
BEWR,2017,07,16
BEWR,2017,08,7
BEWR,2017,09,3
BEWR,2017,10,3
BEWR,2017,12,3
BEWR,2018,01,4
BEWR,2018,02,1
BEWR,2018,03,2
BEWR,2018,04,1
BEWR,2018,05,6
BEWR,2018,06,10
BEWR,2018,07,23
BEWR,2018,08,17
BEWR,2018,09,5
BEWR,2018,10,8
BEWR,2018,11,2
BEWR,2018,12,1
BEWR,2019,01,2
BEWR,2019,02,3
BEWR,2019,03,2
BEWR,2019,05,7
BEWR,2019,06,13
BEWR,2019,07,29
BEWR,2019,08,7
BEWR,2019,09,6
BEWR,2019,10,8
BEWR,2019,11,7
BEWR,2019,12,1
BEWR,2020,01,1
BEWR,2020,02,1
BEWR,2020,03,3
BEWR,2020,04,3
BEWR,2020,05,11
BEWR,2020,06,34
BEWR,2020,07,16
BEWR,2020,08,8
BEWR,2020,09,5
BEWR,2020,10,12
BEWR,2020,11,10
BEWR,2020,12,11
BEWR,2021,01,3
BEWR,2021,02,1
